Row,Col,X,Y,Value
3,6,438463.53959796473,3265022.7925484087,318.75897
3,7,438550.8507616607,3265022.7925484087,290.38278
3,8,438638.1619253567,3265022.7925484087,331.97333
3,9,438725.4730890527,3265022.7925484087,315.2511
3,10,438812.7842527487,3265022.7925484087,308.90106
3,11,438900.0954164447,3265022.7925484087,287.21585
3,12,438987.4065801407,3265022.7925484087,299.10916
3,13,439074.7177438367,3265022.7925484087,279.54083
3,14,439162.0289075327,3265022.7925484087,284.43237
3,15,439249.3400712287,3265022.7925484087,268.5824
3,16,439336.6512349247,3265022.7925484087,274.35278
3,17,439423.9623986207,3265022.7925484087,253.13492
3,18,439511.27356231667,3265022.7925484087,252.39168
3,19,439598.58472601266,3265022.7925484087,248.81439
3,20,439685.89588970866,3265022.7925484087,249.72716
3,21,439773.20705340465,3265022.7925484087,212.41946
3,22,439860.51821710065,3265022.7925484087,166.57346
3,23,439947.82938079664,3265022.7925484087,143.24103
3,24,440035.14054449263,3265022.7925484087,143.38698
3,25,440122.45170818863,3265022.7925484087,141.65323
3,26,440209.7628718846,3265022.7925484087,141.94794
3,27,440297.0740355806,3265022.7925484087,165.13396
3,28,440384.3851992766,3265022.7925484087,277.65778
3,29,440471.6963629726,3265022.7925484087,339.89557
3,30,440559.0075266686,3265022.7925484087,240.85077
3,31,440646.3186903646,3265022.7925484087,166.49068
3,32,440733.6298540606,3265022.7925484087,-3.402823e+38
3,33,440820.9410177566,3265022.7925484087,-3.402823e+38
3,34,440908.2521814526,3265022.7925484087,-3.402823e+38
3,35,440995.5633451486,3265022.7925484087,250.01738
3,36,441082.8745088446,3265022.7925484087,167.78029
3,37,441170.18567254057,3265022.7925484087,175.29579
3,38,441257.49683623656,3265022.7925484087,124.40947
3,39,441344.80799993256,3265022.7925484087,175.4262
3,40,441432.11916362855,3265022.7925484087,-3.402823e+38
3,41,441519.43032732455,3265022.7925484087,145.67117
3,42,441606.74149102054,3265022.7925484087,194.50824
3,43,441694.05265471654,3265022.7925484087,197.41426
3,44,441781.36381841253,3265022.7925484087,158.37903
3,45,441868.6749821085,3265022.7925484087,144.50594
3,46,441955.9861458045,3265022.7925484087,135.74226
3,47,442043.2973095005,3265022.7925484087,129.93796
3,48,442130.6084731965,3265022.7925484087,113.79002
3,49,442217.9196368925,3265022.7925484087,77.231026
3,50,442305.2308005885,3265022.7925484087,98.05624
3,51,442392.5419642845,3265022.7925484087,103.029915
3,52,442479.8531279805,3265022.7925484087,103.4238
3,53,442567.1642916765,3265022.7925484087,116.99611
3,54,442654.4754553725,3265022.7925484087,110.937904
3,55,442741.7866190685,3265022.7925484087,129.44624
3,56,442829.09778276447,3265022.7925484087,128.4852
3,57,442916.40894646046,3265022.7925484087,147.37407
3,58,443003.72011015646,3265022.7925484087,144.32391
3,59,443091.03127385245,3265022.7925484087,51.34953
3,60,443178.34243754845,3265022.7925484087,42.068123
3,61,443265.65360124444,3265022.7925484087,55.06471
3,62,443352.96476494044,3265022.7925484087,52.944492
3,63,443440.27592863643,3265022.7925484087,49.550674
3,64,443527.5870923324,3265022.7925484087,53.867485
3,65,443614.8982560284,3265022.7925484087,42.90339
3,66,443702.2094197244,3265022.7925484087,43.346016
3,67,443789.5205834204,3265022.7925484087,42.72753
3,68,443876.8317471164,3265022.7925484087,41.8512
3,69,443964.1429108124,3265022.7925484087,36.404434
3,70,444051.4540745084,3265022.7925484087,-3.402823e+38
4,1,438026.98377948476,3264935.4813847123,178.96562
4,2,438114.29494318075,3264935.4813847123,261.2732
4,3,438201.60610687674,3264935.4813847123,267.42337
4,4,438288.91727057274,3264935.4813847123,276.92532
4,5,438376.22843426873,3264935.4813847123,305.4176
4,6,438463.53959796473,3264935.4813847123,312.9979
4,7,438550.8507616607,3264935.4813847123,284.9366
4,8,438638.1619253567,3264935.4813847123,345.40698
4,9,438725.4730890527,3264935.4813847123,309.57172
4,10,438812.7842527487,3264935.4813847123,325.1299
4,11,438900.0954164447,3264935.4813847123,307.2097
4,12,438987.4065801407,3264935.4813847123,270.06326
4,13,439074.7177438367,3264935.4813847123,268.5303
4,14,439162.0289075327,3264935.4813847123,251.56375
4,15,439249.3400712287,3264935.4813847123,288.7309
4,16,439336.6512349247,3264935.4813847123,270.49838
4,17,439423.9623986207,3264935.4813847123,207.77344
4,18,439511.27356231667,3264935.4813847123,218.64067
4,19,439598.58472601266,3264935.4813847123,223.65889
4,20,439685.89588970866,3264935.4813847123,238.00053
4,21,439773.20705340465,3264935.4813847123,243.17822
4,22,439860.51821710065,3264935.4813847123,202.28813
4,23,439947.82938079664,3264935.4813847123,188.93422
4,24,440035.14054449263,3264935.4813847123,187.98541
4,25,440122.45170818863,3264935.4813847123,185.56435
4,26,440209.7628718846,3264935.4813847123,185.08116
4,27,440297.0740355806,3264935.4813847123,168.79535
4,28,440384.3851992766,3264935.4813847123,307.54422
4,29,440471.6963629726,3264935.4813847123,234.38791
4,30,440559.0075266686,3264935.4813847123,214.02211
4,31,440646.3186903646,3264935.4813847123,179.03189
4,32,440733.6298540606,3264935.4813847123,-3.402823e+38
4,33,440820.9410177566,3264935.4813847123,-3.402823e+38
4,34,440908.2521814526,3264935.4813847123,-3.402823e+38
4,35,440995.5633451486,3264935.4813847123,199.90024
4,36,441082.8745088446,3264935.4813847123,155.3248
